scenario,log,iteration,ego_speed,ego_accel,n_cheap,n_cheap_fov,n_cheap_fov_bicycle,n_cheap_fov_pedestrian,n_cheap_fov_vehicle,n_static_fov,min_range_fov,min_gap_corridor,n_corridor_20,n_corridor_40,min_ttc_corridor,n_fov_band_30_40,crit_cheap_sum,crit_cheap_max,n_red_lights,d_n_cheap_fov,crit_sum_gt,dE_E1_fn_only,dE_E6_risk_weighted
00009841879a5bb9,2021.06.09.12.39.51_veh-26_05620_06003,136,-0.001046348294889706,-0.016485866003237853,126,7,0,1,6,63,9.205499323006817,6.77183169446856,1,1,20.0,0,1.4931366112188715,0.4576096433961515,10,0,1.7432562141201566,3.0,2.729259645760704e-12
00009841879a5bb9,2021.06.09.12.39.51_veh-26_05620_06003,149,0.052242252514788,0.5247766413544747,135,5,0,0,5,73,10.235331554428381,7.82421739138951,1,1,20.0,0,1.375560390757943,0.43415309651908557,10,0,1.7235038892820642,2.0,5.418484587247544e-13
00009841879a5bb9,2021.06.09.12.39.51_veh-26_05620_06003,163,0.49314562022211295,1.3373895893284193,152,7,0,0,7,77,12.039509917557652,9.618800816263258,1,1,20.0,0,1.5001641743744285,0.39689352971750164,10,0,1.7123508957701217,3.0,3.452018251558961e-13
00009841879a5bb9,2021.06.09.12.39.51_veh-26_05620_06003,176,1.8310011650817595,2.129053529060267,158,5,0,0,5,81,14.007589807720603,11.587806231065489,1,1,20.0,1,1.3787708720385423,0.3596810932863009,10,1,1.7524856069831736,5.0,3.327076011251575e-11
00009841879a5bb9,2021.06.09.12.39.51_veh-26_05620_06003,189,3.3666912568045615,2.1091713857977448,177,7,0,1,6,81,15.739690589469149,13.343803511887035,1,1,19.999729197282278,1,1.955312987059056,0.3460686906011968,7,0,2.5195120452568696,2.0,3.345877157031394e-11
00009841879a5bb9,2021.06.09.12.39.51_veh-26_05620_06003,202,4.4881390938629515,0.326073930272586,195,8,0,3,5,83,13.482876541633981,14.352452427793963,1,2,14.402244109042936,0,3.1332605980420007,0.5002887756804413,7,0,3.8937097414094337,2.0,0.12476154718468033
00009841879a5bb9,2021.06.09.12.39.51_veh-26_05620_06003,216,4.817894170601469,0.5618746977348424,210,12,0,4,8,83,8.900210787326987,15.501709609956674,1,1,12.735142090388214,2,4.613381563437294,0.5889127227599452,7,0,5.1421360241101555,0.0,0.17057663273789428
00009841879a5bb9,2021.06.09.12.39.51_veh-26_05620_06003,229,5.075025249164473,0.8825712179998355,221,7,0,3,4,81,7.360528291995305,16.596168520702868,1,1,11.490517884889378,1,4.574906300291805,0.6652927010585009,11,-1,5.219565182199717,2.0,0.23997244004878807
00009841879a5bb9,2021.06.09.12.39.51_veh-26_05620_06003,242,5.65384416540535,0.9945729507256357,255,7,0,1,6,79,5.754036748939382,54.889968114402635,0,0,9.708433148947131,2,4.196059298095097,0.7210669210753884,11,0,5.116507955980063,1.0,-0.3386847396640632
00009841879a5bb9,2021.06.09.12.39.51_veh-26_05620_06003,255,6.134703671895781,0.10773783115359242,276,4,0,0,4,73,4.931242030024634,51.07366733109454,0,0,8.325368275744518,2,2.365923832933076,0.7072835017796146,12,-1,2.3659238427119242,2.0,1.3000314543350243e-18
00009841879a5bb9,2021.06.09.12.39.51_veh-26_05620_06003,269,6.50413803584544,1.0350108395287512,282,4,0,0,4,69,21.905326459787148,46.752414697879544,0,0,7.188103087637259,2,0.5458345889613203,0.06183050774025813,9,-2,0.5458345890262292,3.0,5.405201388157212e-15
00009841879a5bb9,2021.06.09.12.39.51_veh-26_05620_06003,282,6.9398486300347155,0.6161981879654446,287,2,0,0,2,71,22.361039565606184,42.65923899039845,0,0,6.146998481461844,0,1.1700575440190262,0.15011298511839272,20,-1,1.1700575440190262,0.0,0.0
00009841879a5bb9,2021.06.09.12.39.51_veh-26_05620_06003,295,7.222379616046555,0.2581663793081761,306,1,0,0,1,68,22.45448323835166,39.1621626787515,0,3,5.422335125080064,0,1.980464819856384,0.22909177770682954,20,0,1.9804648198563863,2.0,2.5310314257900826e-38
00009841879a5bb9,2021.06.09.12.39.51_veh-26_05620_06003,309,7.42882947480174,0.5809416438516872,317,1,0,0,1,56,22.05913486955312,35.25042502415378,0,5,4.745084692510665,0,2.8161679835587345,0.30758529988002076,20,-1,2.8162569974622493,1.0,1.0069417100723885e-15
043c7c1fabd85c6e,2021.08.30.14.54.34_veh-40_00439_00835,4,-8.917655587817896e-05,0.005604996878187099,36,4,0,1,3,2,7.318769680276174,6.30678568351048,1,2,20.0,0,1.4237795191619527,0.4683747925721288,2,1,1.0890418798518369,0.0,0.0
043c7c1fabd85c6e,2021.08.30.14.54.34_veh-40_00439_00835,17,-0.0004116478781496949,-0.0018540710649145823,34,5,0,2,3,1,7.332200080804144,6.283611433146438,1,2,20.0,0,1.416066791035171,0.46891781885241046,2,0,1.0797986723483226,-1.0,-5.080794945051778e-08
043c7c1fabd85c6e,2021.08.30.14.54.34_veh-40_00439_00835,30,-0.0007522244166016912,-0.01735666845972125,32,3,0,0,3,1,7.3224946946773635,6.2766250181808125,1,2,20.0,0,1.415959004270493,0.46908165018895104,2,0,1.0802330395648183,1.0,5.626000890844768e-08
043c7c1fabd85c6e,2021.08.30.14.54.34_veh-40_00439_00835,43,0.0005145356781796684,0.010456791596667146,33,3,0,0,3,1,7.323800122949428,6.257467307217295,1,2,20.0,0,1.417859538927168,0.4695311919930073,2,0,1.0824318791743481,0.0,0.0
043c7c1fabd85c6e,2021.08.30.14.54.34_veh-40_00439_00835,57,-0.0002712244658077712,0.006019385580799808,34,5,0,2,3,2,7.315833049743205,6.286171547569037,1,2,20.0,0,1.4831583241420228,0.4688577985304119,2,0,1.148801753594358,0.0,0.0
043c7c1fabd85c6e,2021.08.30.14.54.34_veh-40_00439_00835,70,0.0005766314146688095,-0.00029783537971551997,33,3,0,0,3,2,7.3152330936018775,6.302693849764228,1,2,20.0,0,1.483625914583263,0.4684706279644638,2,0,1.163530184948011,0.0,0.0
043c7c1fabd85c6e,2021.08.30.14.54.34_veh-40_00439_00835,83,-2.473137001011713e-05,0.0074576499242177165,30,3,0,0,3,2,7.337694014440363,6.290917960751475,1,2,20.0,0,1.481834710552337,0.4687465420908781,2,0,1.3350671784751407,0.0,0.0
043c7c1fabd85c6e,2021.08.30.14.54.34_veh-40_00439_00835,97,0.00033860917110848954,-0.0067124142150052435,33,4,0,1,3,2,7.333722631419769,6.298997135703173,1,2,20.0,0,1.480388873319224,0.4685572260653071,2,0,1.3564865625473155,0.0,0.0
043c7c1fabd85c6e,2021.08.30.14.54.34_veh-40_00439_00835,110,-2.5431876927418296e-05,0.0005501902797108806,34,3,0,0,3,2,7.343685826831548,6.242177553964016,1,2,20.0,0,1.4821235143312068,0.46989028003822325,2,0,1.3203123474197485,0.0,0.0
043c7c1fabd85c6e,2021.08.30.14.54.34_veh-40_00439_00835,123,-4.615141028339745e-06,-0.006361682323788552,32,3,0,0,3,2,7.338990917129528,6.306096984806576,1,2,20.0,0,1.4804939484332493,0.4683909213054524,2,0,1.2798988658651924,0.0,0.0
043c7c1fabd85c6e,2021.08.30.14.54.34_veh-40_00439_00835,137,0.0003446765506610621,0.002104903539230017,33,3,0,0,3,2,7.33061153680618,6.282968538243182,1,2,20.0,0,1.4798367378950634,0.4689328923384652,2,0,1.2380277083064049,0.0,0.0
043c7c1fabd85c6e,2021.08.30.14.54.34_veh-40_00439_00835,150,-0.00044802947887231557,-0.01513501156480037,34,3,0,0,3,2,7.335246871864699,6.304217621168503,1,2,20.0,0,1.4839074783482684,0.4684349372167628,2,0,1.2219060541392683,0.0,0.0
043c7c1fabd85c6e,2021.08.30.14.54.34_veh-40_00439_00835,163,0.00017688831827046602,0.005970811907574894,36,3,0,0,3,2,7.325936611893547,6.301216757695977,1,2,20.0,0,1.4842789136401542,0.4685052279545711,2,0,1.2112036165201547,0.0,0.0
043c7c1fabd85c6e,2021.08.30.14.54.34_veh-40_00439_00835,176,-2.5178231263961105e-05,-0.0025241700638273168,38,3,0,0,3,2,7.296070505159497,6.277169546946199,1,2,20.0,0,1.4820016116730803,0.4690688789402175,2,0,1.1981469250586938,1.0,2.8913382527164416e-07
043c7c1fabd85c6e,2021.08.30.14.54.34_veh-40_00439_00835,190,-7.51659625395784e-05,0.0006030872299025873,33,3,0,0,3,2,7.332465214022027,6.294114807662854,1,2,20.0,0,1.4842621869873096,0.4686716225319315,2,0,1.18948257938184,0.0,0.0
043c7c1fabd85c6e,2021.08.30.14.54.34_veh-40_00439_00835,203,8.07351234718877e-05,-0.0012326646452426194,35,3,0,0,3,3,7.329857183412447,6.248667731798724,1,2,20.0,0,1.489085892537069,0.46973782120267255,2,0,1.1871316557498153,0.0,0.0
043c7c1fabd85c6e,2021.08.30.14.54.34_veh-40_00439_00835,216,0.00011455945106858125,-0.00014445910889270027,32,3,0,0,3,3,7.332861360679976,6.305076478306425,1,2,20.0,0,1.4901500600569466,0.46841482171420046,2,0,1.1800490590807395,0.0,0.0
043c7c1fabd85c6e,2021.08.30.14.54.34_veh-40_00439_00835,230,8.6990021993291e-05,-0.0031037195791596777,32,3,0,0,3,3,7.327222003960612,6.284805574244238,1,2,20.0,0,1.4891755643693767,0.4688898219862749,2,0,1.1734429780871973,0.0,0.0
043c7c1fabd85c6e,2021.08.30.14.54.34_veh-40_00439_00835,243,-0.00015407640726483197,-0.004582845805187407,30,3,0,0,3,3,7.337528153544272,6.29515883152377,1,2,20.0,0,1.4904204930466376,0.46864715795263434,2,0,1.1702509797974014,0.0,0.0
043c7c1fabd85c6e,2021.08.30.14.54.34_veh-40_00439_00835,256,0.0012268402955046547,5.5303954171857806e-05,33,3,0,0,3,4,7.298136942038932,6.281696729474586,1,2,20.0,0,1.4927468856413708,0.4689627129348255,2,0,1.1704095398036727,0.0,0.0
043c7c1fabd85c6e,2021.08.30.14.54.34_veh-40_00439_00835,270,-0.0004715635171772253,0.004531461379694053,34,3,0,0,3,3,7.3226312222136745,6.25661274714605,1,2,20.0,0,1.4918675240252741,0.46955125455206487,2,0,1.1567044491181318,0.0,0.0
043c7c1fabd85c6e,2021.08.30.14.54.34_veh-40_00439_00835,283,0.00036871498003580166,0.005401609890752079,31,3,0,0,3,3,7.327919126198059,6.260969238893551,1,2,20.0,0,1.490863138238282,0.4694489858825104,2,0,1.155370729608278,0.0,0.0
043c7c1fabd85c6e,2021.08.30.14.54.34_veh-40_00439_00835,296,-0.0004135831978441136,-0.005194601270869535,31,3,0,0,3,3,7.317943676699779,6.26833579296898,1,2,20.0,0,1.4913767929359103,0.46927610665556124,2,0,1.155118970611888,0.0,0.0
043c7c1fabd85c6e,2021.08.30.14.54.34_veh-40_00439_00835,310,0.00015164180538650282,0.011020285994055747,30,3,0,0,3,3,7.333310192956318,6.285790435449,1,2,20.0,0,1.4898824411251361,0.468866732985017,2,0,1.1532760184136048,0.0,0.0
087f4978523b5cdd,2021.06.09.17.37.09_veh-12_00404_00864,4,-0.0005347683704312613,-0.023355558161077525,239,10,0,7,3,104,5.783352325650758,6.992636223842672,4,4,20.0,0,4.234400408370471,0.45258531519249184,10,-2,6.304869090610373,6.0,1.070446214328213
087f4978523b5cdd,2021.06.09.17.37.09_veh-12_00404_00864,17,-0.000617455174913688,-0.005991568809215388,247,18,0,9,9,103,5.80795435246231,8.688595305386949,2,2,20.0,3,4.899633345215104,0.4157891717646863,13,0,5.834943774480775,1.0,0.10964595784213793
087f4978523b5cdd,2021.06.09.17.37.09_veh-12_00404_00864,30,-0.0004033531142526227,-0.010678763001090833,238,14,0,7,7,102,5.771346443791596,8.495073852581365,1,3,20.0,2,4.024266444998019,0.4198319053434491,8,3,4.777357481150668,3.0,0.46453754310179696
087f4978523b5cdd,2021.06.09.17.37.09_veh-12_00404_00864,43,-0.0008939339692404709,-0.0184440836757604,227,8,0,6,2,102,5.805007897850981,8.366667623627436,2,2,20.0,0,3.1674470657322096,0.42253602829847003,8,0,3.6679253344695124,6.0,0.008901053486579928
087f4978523b5cdd,2021.06.09.17.37.09_veh-12_00404_00864,57,0.00035401162263564855,-0.014858382674861363,237,9,0,5,4,106,5.8056264856515085,8.26922888426632,3,3,20.0,0,3.1674460043514143,0.4152541718838996,8,-1,3.32104056488576,2.0,0.03647506215793434
087f4978523b5cdd,2021.06.09.17.37.09_veh-12_00404_00864,70,-0.0014163296798128024,-0.0046542189054313825,233,9,0,6,3,105,5.802693620144253,8.758324324416071,1,1,20.0,1,3.1972335655141,0.41434206730637696,8,-2,3.1029940830810157,1.0,-0.22622883234027275
087f4978523b5cdd,2021.06.09.17.37.09_veh-12_00404_00864,83,-9.290797038405022e-05,-0.016772547981597944,237,9,0,4,5,103,5.8154284729424415,8.999684134773986,1,1,20.0,1,3.0865952885509227,0.4093718418044037,8,-1,3.0908429429777375,2.0,-0.10030326366930217
087f4978523b5cdd,2021.06.09.17.37.09_veh-12_00404_00864,97,-0.0006845539512323012,-0.0040217334084041165,231,6,0,4,2,100,5.787921580900773,7.4971193362072235,2,3,20.0,0,3.1582329045784654,0.4225249991039128,8,0,3.1973965395866895,1.0,1.8134238213712913e-20
087f4978523b5cdd,2021.06.09.17.37.09_veh-12_00404_00864,110,-2.5034164941789347e-05,0.013798900865201441,236,9,0,5,4,97,5.800823275457891,7.54108238387772,2,2,20.0,1,3.6173566178989205,0.4403430046452646,8,1,3.0551919949874544,3.0,1.1301411105134981e-05
087f4978523b5cdd,2021.06.09.17.37.09_veh-12_00404_00864,123,-0.0011832195530938827,-0.0164686999521696,236,7,0,3,4,97,5.799525954729589,7.466468064636949,3,3,20.0,0,3.1310508534523716,0.44198886753598626,8,0,3.1499052210857856,2.0,0.018823991005266643
087f4978523b5cdd,2021.06.09.17.37.09_veh-12_00404_00864,137,-0.0006402938146992662,-0.02874622219647339,238,7,0,4,3,98,5.80570424785844,7.401126395447271,3,5,20.0,0,3.5014775388334587,0.44343524348332475,8,0,3.4116241720229126,2.0,1.1238000605833273e-05
087f4978523b5cdd,2021.06.09.17.37.09_veh-12_00404_00864,150,-1.1282678793343357e-06,-0.017082363895631954,244,6,0,3,3,100,5.799657689277135,8.504404894417013,2,2,20.0,0,2.8824301550818303,0.41963607757529375,8,-1,3.328453917548795,1.0,1.6425374863272406e-17
087f4978523b5cdd,2021.06.09.17.37.09_veh-12_00404_00864,163,-0.0007509024072732181,-0.004813958050965812,242,6,0,4,2,101,5.81066261564543,8.48107526470572,1,1,20.0,0,3.209938130777223,0.4201258608965119,8,0,3.381380269862743,2.0,0.42507789078124203
087f4978523b5cdd,2021.06.09.17.37.09_veh-12_00404_00864,176,0.00019344355590630556,0.012660463549796656,240,7,0,5,2,101,5.8074316046228756,8.462433407233465,2,3,20.0,0,3.7050448233910886,0.42051763977626017,8,0,3.500520105545592,4.0,1.1566963009717597e-05
087f4978523b5cdd,2021.06.09.17.37.09_veh-12_00404_00864,190,-0.0009019376486612649,-0.025982694769167997,232,6,0,4,2,95,5.806214230382909,8.427455481283594,2,2,20.0,0,3.290221736149268,0.4157664767731224,8,0,3.298888362995095,3.0,1.1524513036377026e-05
087f4978523b5cdd,2021.06.09.17.37.09_veh-12_00404_00864,203,-0.0007056418214006231,0.01482414397178291,235,9,0,4,5,95,5.7788963739047725,8.595056648929715,1,1,20.0,2,2.8746196888036586,0.4177383443110661,8,0,2.8901762790587666,1.0,3.906568378104339e-20
087f4978523b5cdd,2021.06.09.17.37.09_veh-12_00404_00864,216,-0.00017022453563740294,-0.01039811747468447,224,3,0,2,1,93,5.789106996896757,8.507153477937324,1,1,20.0,0,2.466004486447403,0.41957841129753143,8,0,2.515833349675277,1.0,5.30774869460222e-21
087f4978523b5cdd,2021.06.09.17.37.09_veh-12_00404_00864,230,-0.00038773118611378307,0.003740259144240853,224,4,0,2,2,90,5.8070900599271384,8.36655860402673,1,1,20.0,0,2.3380451783741183,0.3877689039328166,8,0,2.8457983425413653,3.0,1.1211019288403275e-05
087f4978523b5cdd,2021.06.09.17.37.09_veh-12_00404_00864,243,-0.0004669854928578554,0.01173768814828535,229,3,0,1,2,93,5.802130094854867,56.57505724688802,0,0,20.0,0,2.3454943648701962,0.3134024073086773,8,-1,2.8562680991912632,1.0,1.7375955809230745e-17
087f4978523b5cdd,2021.06.09.17.37.09_veh-12_00404_00864,256,-0.00028463805661428437,-0.017197984319586086,236,6,0,1,5,96,5.800635196513297,21.14838552692235,0,1,20.0,1,2.3943420087975875,0.31412541532133076,5,0,2.419343330907182,3.0,1.1357746994071193e-05
087f4978523b5cdd,2021.06.09.17.37.09_veh-12_00404_00864,270,-0.00041997561225558494,-0.0028493653327259353,237,5,0,1,4,98,5.804606374314172,56.576019756184465,0,0,20.0,1,1.964177581817957,0.3116838507876071,5,0,1.9892065458058883,0.0,0.0
087f4978523b5cdd,2021.06.09.17.37.09_veh-12_00404_00864,283,-4.148675844764307e-05,-0.005080994304430961,233,4,0,0,4,95,5.804003782957573,23.414290564282688,0,1,20.0,0,2.1070978227015367,0.31247545046519976,5,0,2.131888468246782,1.0,1.782281282876378e-17
087f4978523b5cdd,2021.06.09.17.37.09_veh-12_00404_00864,296,-0.0011092964292369477,-0.018680639526873433,233,4,0,1,3,95,5.804197998371398,56.565479251031476,0,0,20.0,1,2.151132636708644,0.3124185295288612,5,0,2.199913859648632,2.0,5.704586809104639e-20
087f4978523b5cdd,2021.06.09.17.37.09_veh-12_00404_00864,310,0.0001585346295085211,0.007762144157813736,232,3,0,1,2,95,5.80538383431319,56.57019850383241,0,0,20.0,0,2.483118743831904,0.3588201883193502,5,-1,2.5257814987936866,-1.0,-2.6986748730294446e-52
0ccc6a47285b5da5,2021.10.05.07.10.04_veh-52_01442_01802,4,5.7945049334454,0.762860427599634,12,1,0,0,1,4,10.083502446981827,100.0,0,0,20.0,0,1.5197242356702456,0.49911917236310344,0,-1,1.5197242356702456,0.0,0.0
0ccc6a47285b5da5,2021.10.05.07.10.04_veh-52_01442_01802,17,6.263599381739065,0.5147538247327728,14,0,0,0,0,4,9.513631060897081,100.0,0,0,20.0,0,0.19262796667124454,0.1338801435725319,0,-1,0.19262796667124454,0.0,0.0
0ccc6a47285b5da5,2021.10.05.07.10.04_veh-52_01442_01802,30,6.669601201731468,0.48405763591148665,13,0,0,0,0,0,100.0,100.0,0,0,20.0,0,0.0,0.0,0,0,0.0,0.0,0.0
0ccc6a47285b5da5,2021.10.05.07.10.04_veh-52_01442_01802,43,7.062780173287628,0.7204917341582948,14,1,0,1,0,0,20.21017605599311,100.0,0,0,20.0,0,1.1254621967554756e-05,1.1254621967554756e-05,0,0,0.0,0.0,0.0
0ccc6a47285b5da5,2021.10.05.07.10.04_veh-52_01442_01802,57,7.29915119253615,-0.0032881730206956823,15,0,0,0,0,0,100.0,100.0,0,0,20.0,0,0.0,0.0,0,0,0.0,0.0,0.0
0ccc6a47285b5da5,2021.10.05.07.10.04_veh-52_01442_01802,70,7.372078685720025,0.005150731890106798,15,0,0,0,0,0,100.0,100.0,0,0,20.0,0,0.0,0.0,0,0,0.0,0.0,0.0
0ccc6a47285b5da5,2021.10.05.07.10.04_veh-52_01442_01802,83,7.430619524136069,0.2097347181842368,12,0,0,0,0,0,100.0,100.0,0,0,20.0,0,0.0,0.0,0,0,0.014973288034231369,1.0,0.014973288034231369
0ccc6a47285b5da5,2021.10.05.07.10.04_veh-52_01442_01802,97,7.456220445807015,0.0910741410974581,14,1,0,0,1,0,72.52756945679366,70.06225666826515,0,0,9.396484073598502,0,0.019326848921539793,0.019326848921539793,0,0,0.019326848921539793,0.0,0.0
0ccc6a47285b5da5,2021.10.05.07.10.04_veh-52_01442_01802,110,7.4746806653297755,0.0575317572374791,12,1,0,0,1,0,67.83723559997355,65.3595323895751,0,0,8.744123704539756,0,0.024450030880921,0.024450030880921,0,0,0.024450030880921,0.0,0.0
0ccc6a47285b5da5,2021.10.05.07.10.04_veh-52_01442_01802,123,7.471426687334595,-0.3545235208065349,11,1,0,0,1,0,63.10422486811302,60.632428766181654,0,0,8.115241078248745,0,0.030968998636173157,0.030968998636173157,0,0,0.030968998636173157,0.0,0.0
0ccc6a47285b5da5,2021.10.05.07.10.04_veh-52_01442_01802,137,7.366622754309695,-0.21538886315185887,11,1,0,0,1,0,58.10118921430861,100.0,0,0,20.0,0,0.039711640048512645,0.039711640048512645,0,0,0.039711640048512645,0.0,0.0
0ccc6a47285b5da5,2021.10.05.07.10.04_veh-52_01442_01802,150,7.173236939917633,-0.5965780757772636,11,1,0,0,1,0,53.512551947523896,100.0,0,0,20.0,0,0.04925831189904455,0.04925831189904455,0,0,0.04925831189904455,0.0,0.0
0ccc6a47285b5da5,2021.10.05.07.10.04_veh-52_01442_01802,163,6.690738791838546,-1.0265382318510123,10,1,0,0,1,0,49.11022167663858,100.0,0,0,20.0,0,0.06231754673704108,0.06231754673704108,0,0,0.06231754673704108,0.0,0.0
0ccc6a47285b5da5,2021.10.05.07.10.04_veh-52_01442_01802,176,5.9505782887645395,-1.3948439135096105,8,1,0,0,1,0,45.208246159690624,100.0,0,0,20.0,0,0.07267541101722229,0.07267541101722229,0,0,0.07267541101722229,0.0,0.0
0ccc6a47285b5da5,2021.10.05.07.10.04_veh-52_01442_01802,190,4.984912298231055,-1.4696033494046914,7,1,0,0,1,0,41.56737284406724,100.0,0,0,20.0,0,0.08590157391738587,0.08590157391738587,0,0,0.08590157391738587,0.0,0.0
0ccc6a47285b5da5,2021.10.05.07.10.04_veh-52_01442_01802,203,4.184848585073721,-0.8920305054194799,7,1,0,0,1,0,38.79427883109034,100.0,0,0,20.0,1,0.07891591451310552,0.07891591451310552,0,0,0.07891591451310552,0.0,0.0
0ccc6a47285b5da5,2021.10.05.07.10.04_veh-52_01442_01802,216,3.8211729468806452,-0.416601435659622,9,2,0,0,2,0,36.35530316571169,100.0,0,0,20.0,1,0.014762568383320119,0.011508282708636793,0,1,0.0032542856746833257,0.0,0.0
0ccc6a47285b5da5,2021.10.05.07.10.04_veh-52_01442_01802,230,3.6807791762577544,0.029206921810197153,9,2,0,0,2,0,33.91995531300909,100.0,0,0,20.0,1,4.582516047292936e-12,4.582516047292595e-12,0,-1,4.582516047292936e-12,0.0,0.0
0ccc6a47285b5da5,2021.10.05.07.10.04_veh-52_01442_01802,243,3.8331890404028197,0.5119260895032713,8,1,0,0,1,0,75.85218367637454,100.0,0,0,20.0,0,6.459455600738577e-108,6.459455600738577e-108,0,0,6.459455600738577e-108,0.0,0.0
0ccc6a47285b5da5,2021.10.05.07.10.04_veh-52_01442_01802,256,4.223186738844985,0.6249813301748885,8,0,0,0,0,0,100.0,100.0,0,0,20.0,0,0.0,0.0,0,0,0.0,0.0,0.0
0ccc6a47285b5da5,2021.10.05.07.10.04_veh-52_01442_01802,270,4.707621406077375,0.6629519312232152,6,0,0,0,0,0,100.0,100.0,0,0,20.0,0,0.0,0.0,0,0,0.0,0.0,0.0
0ccc6a47285b5da5,2021.10.05.07.10.04_veh-52_01442_01802,283,5.225751112099522,0.8832711327764821,4,0,0,0,0,0,100.0,100.0,0,0,20.0,0,0.0,0.0,0,0,1.414977611383041e-06,1.0,1.414977611383041e-06
0ccc6a47285b5da5,2021.10.05.07.10.04_veh-52_01442_01802,296,5.70414900344021,0.6459494176725341,4,1,0,0,1,0,75.23109451924336,100.0,0,0,20.0,0,0.012169824716860319,0.012169824716860319,0,1,0.012169824716860319,0.0,0.0
0ccc6a47285b5da5,2021.10.05.07.10.04_veh-52_01442_01802,310,6.120252561770444,0.5328911858825462,3,0,0,0,0,0,100.0,100.0,0,0,20.0,0,0.0,0.0,0,0,0.02232753068852113,1.0,0.02232753068852113
1112f279a18757c6,2021.07.16.18.06.21_veh-38_04471_04922,4,-0.0004234613904639403,-0.057919142986122836,53,6,0,0,6,2,10.36937583882225,7.8347043829921414,1,1,20.0,1,0.6422618584363141,0.43392550819834763,6,0,1.1236478548946922,5.0,1.6642202987842903e-10
1112f279a18757c6,2021.07.16.18.06.21_veh-38_04471_04922,17,0.0005967627151709788,-0.0010289940382026935,50,6,0,0,6,2,8.324759093604644,7.838679228818746,1,1,20.0,0,0.8475554232051623,0.43383927741771694,3,-2,1.3033011256066032,6.0,0.11433840698793263
1112f279a18757c6,2021.07.16.18.06.21_veh-38_04471_04922,30,-0.0003910018411311216,-0.02035892224919291,47,6,0,0,6,2,10.368078548824494,7.8433621651910865,1,1,20.0,0,0.7457354504709389,0.43373770722275157,3,0,1.2229205150153435,3.0,0.02154003507722573
