quota,policy,mode,total_risk,risk_sd,risk_all_cheap,risk_all_full,risk_oracle,risk_reduction,eta,frac_of_full_gain,n_selected,std_err_total,mean_latency_ms,extra_compute_ms,risk_per_extra_ms,risk_per_1000_extra_ms,mean_energy_mj,extra_energy_j,risk_per_extra_joule,total_frames
0.3,learned_criticality,per_sequence,1746.043685239953,0.0,2289.8879460751723,1265.6403492848162,1352.7124570437484,543.8442608352193,0.5803014133428579,0.5309695258641001,2402,19902.0,11.9087,14121.358000000004,0.03851217856209149,38.51217856209149,28.779999999999998,35.0692,15.507746422365473,8006.666666666667
0.3,learned_unc_crit,per_sequence,1741.0640243416,0.0,2289.8879460751723,1265.6403492848162,1352.7124570437484,548.8239217335722,0.5856148908682884,0.5358313004134937,2402,19843.0,11.9087,14121.358000000004,0.03886481184979321,38.864811849793206,28.779999999999998,35.0692,15.64974170307769,8006.666666666667
0.3,learned_all_visual,per_sequence,1866.6099270746236,0.0,2289.8879460751723,1265.6403492848162,1352.7124570437484,423.27801900054874,0.45165289100551376,0.41325751734927985,2402,19976.0,11.9087,14121.358000000004,0.02997431401431425,29.97431401431425,28.779999999999998,35.0692,12.069793978777637,8006.666666666667
0.3,learned_all,per_sequence,1773.4337058470342,0.0,2289.8879460751723,1265.6403492848162,1352.7124570437484,516.4542402281381,0.5510752748793041,0.5042279248167437,2402,19906.0,11.9087,14121.358000000004,0.03657256194681404,36.57256194681404,28.779999999999998,35.0692,14.726718608583546,8006.666666666667
0.3,oracle,per_sequence,1352.7124570437484,0.0,2289.8879460751723,1265.6403492848162,1352.7124570437484,937.1754890314239,1.0,0.9149891998460269,2402,18300.0,11.9087,14121.358000000004,0.06636581899782044,66.36581899782044,28.779999999999998,35.0692,26.7236061567251,8006.666666666667
0.5,random,per_sequence,1778.6592479099347,13.247448535473913,2289.8879460751723,1265.6403492848162,1209.8198493866341,511.2286981652376,0.47333006106990105,0.4991260899876696,4004,18790.84375,13.0845,23539.516000000007,0.02171789335707826,21.71789335707826,31.7,58.45840000000001,8.745170893579665,8008.0
0.5,lowest_confidence,per_sequence,1751.9373611088859,0.0,2289.8879460751723,1265.6403492848162,1209.8198493866341,537.9505849662864,0.49807098887156237,0.5252153743411659,4004,18742.0,13.0845,23539.516000000007,0.022853086060320285,22.853086060320287,31.7,58.45840000000001,9.202280338946778,8008.0
0.5,lowest_min_confidence,per_sequence,1695.981238167417,0.0,2289.8879460751723,1265.6403492848162,1209.8198493866341,593.9067079077554,0.5498789471966244,0.5798468161105353,4004,18108.0,13.0845,23539.516000000007,0.025230200481087005,25.230200481087003,31.7,58.45840000000001,10.159475933445925,8008.0
0.5,highest_uncertainty,per_sequence,1694.8664264638269,0.0,2289.8879460751723,1265.6403492848162,1209.8198493866341,595.0215196113454,0.5509111151747437,0.5809352362416477,4004,17972.0,13.0845,23539.516000000007,0.025277559641045517,25.277559641045517,31.7,58.45840000000001,10.178546104774426,8008.0
0.5,highest_entropy,per_sequence,1732.9888907077552,0.0,2289.8879460751723,1265.6403492848162,1209.8198493866341,556.8990553674171,0.5156147626939965,0.5437152668090699,4004,18375.0,13.0845,23539.516000000007,0.02365805037654202,23.65805037654202,31.7,58.45840000000001,9.526416312581544,8008.0
0.5,scene_complexity,per_sequence,1682.7036373025762,0.0,2289.8879460751723,1265.6403492848162,1209.8198493866341,607.1843087725961,0.5621722469483248,0.5928100887669207,4004,17863.0,13.0845,23539.516000000007,0.025794256295354413,25.794256295354412,31.7,58.45840000000001,10.38660498358826,8008.0
0.5,criticality_heuristic,per_sequence,1670.5759038953763,0.0,2289.8879460751723,1265.6403492848162,1209.8198493866341,619.312042179796,0.5734009217368713,0.6046507154329769,4004,18075.0,13.0845,23539.516000000007,0.0263094637196362,26.3094637196362,31.7,58.45840000000001,10.594064192311043,8008.0
0.5,riskweighted_uncertainty,per_sequence,1656.582692837178,0.0,2289.8879460751723,1265.6403492848162,1209.8198493866341,633.3052532379943,0.5863567817433849,0.6183126572349867,4004,18035.0,13.0845,23539.516000000007,0.026903919912286817,26.903919912286817,31.7,58.45840000000001,10.833434600296863,8008.0
0.5,learned_uncertainty,per_sequence,1613.7614861485768,0.0,2289.8879460751723,1265.6403492848162,1209.8198493866341,676.1264599265955,0.6260035473685246,0.6601201331058487,4004,17417.0,13.0845,23539.516000000007,0.028723040011808032,28.72304001180803,31.7,58.45840000000001,11.565941933521879,8008.0
0.5,learned_criticality,per_sequence,1545.6087568209825,0.0,2289.8879460751723,1265.6403492848162,1209.8198493866341,744.2791892541898,0.6891039477382317,0.7266594440509383,4004,17741.0,13.0845,23539.516000000007,0.03161828770201518,31.618287702015177,31.7,58.45840000000001,12.731774890421045,8008.0
0.5,learned_unc_crit,per_sequence,1533.7203061983078,0.0,2289.8879460751723,1265.6403492848162,1209.8198493866341,756.1676398768645,0.7001110783618697,0.7382664526101277,4004,17620.0,13.0845,23539.516000000007,0.03212332997317635,32.123329973176354,31.7,58.45840000000001,12.935140884404369,8008.0
0.5,learned_all_visual,per_sequence,1649.618702757968,0.0,2289.8879460751723,1265.6403492848162,1209.8198493866341,640.2692433172042,0.5928045141600365,0.625111784810226,4004,17667.0,13.0845,23539.516000000007,0.02719976244699356,27.19976244699356,31.7,58.45840000000001,10.952561878484598,8008.0
0.5,learned_all,per_sequence,1551.5135668243984,0.0,2289.8879460751723,1265.6403492848162,1209.8198493866341,738.3743792507739,0.6836368757808988,0.7208944219782291,4004,17600.0,13.0845,23539.516000000007,0.03136744099797013,31.367440997970128,31.7,58.45840000000001,12.630766138840164,8008.0
0.5,oracle,per_sequence,1209.8198493866341,0.0,2289.8879460751723,1265.6403492848162,1209.8198493866341,1080.0680966885382,1.0,1.05449902940764,4004,15588.0,13.0845,23539.516000000007,0.04588319049077041,45.88319049077041,31.7,58.45840000000001,18.475840883235566,8008.0
